"V1","V2","label"
0.868049287853274,0.753795882060341,1
0.947832162880649,0.678224294497629,2
0.870058249908592,0.655561738443764,1
0.937520208457425,0.722690433831709,2
0.752035679227859,0.197489835983925,2
0.930108046305525,0.737579576822475,1
0.96636925118404,0.732386387104,1
0.828674559321885,0.344041988296012,2
0.742069485623057,0.420373866167141,2
0.853506890418635,0.552642945074601,1
0.67563306558903,0.308084503752997,2
0.852946969215929,0.67778431570277,1
