"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93"
-0.113078709029911,-0.112231747738001,0.053658318413464,0.0849650630657575,0.010614697282895,-0.0470785821662336,0.0104100941516941,0.0342629291770043,0.00635021636490711,-0.0344116191777157,-0.105235387132715,-0.0297611707979511,-0.0444975628662265,0.183610567930061,0.283730238176795,-0.311822911056421,-0.104330804281339,0.0029610708604436,-0.173934494100683,0.156462180885939,0.0773461820507931,-0.0115214854078962,-0.00665062153402602,0.258842780697584,-0.0524027378877458,0.0639515462667179,-0.0376570692339852,-0.0563575204956719,-0.103435497399041,0.115943597593454,-0.162473460537774,0.079391874512085,-0.162455137824716,-0.0639609256626346,-0.241034130987856,-0.1636753254989,0.124962002098466,0.0610852651743298,-0.0552837800203089,0.0789004930122888,-0.126364565820418,-0.0484980696376772,0.192567214215116,-0.0950787229395167,-0.0181622785945543,0.0305026827788606,0.0170939436792746,0.035284482910265,-0.0464968286244824,-0.134043057442595,0.227191801596462,0.0962392091067101,-0.073433036042716,0.0566229233624486,-0.0139897199737143,0.158182842686628,0.0612238956957394,0.0914220404865909,0.00912373522352037,0.0390070500164606,-0.0644227909811267,-0.176957289913016,-0.0177694578020475,-0.0421168463180945,-0.0171317907163915,-0.0711795210680967,0.109249391153717,-0.184809543791149,0.124922502258936,0.0669504866691976,0.000884210319304135,0.0654120384749119,-0.107219557623279,0.0914724251225407,-0.00419487287201574,-0.0957140844394853,-0.0920771218470803,-0.0183929363184633,-0.0236236202819709,-0.0889273457415401,0.0875920314986732,-0.101469727875124,0.0376607630632072,-0.043508320793918,-0.0100267861781196,0.0587121613622281,-0.00196311108076171,-0.0074895472837563,-0.00710501165433041,0.0135112896402479,0.0338863141302085,-0.00779456157418641,-0.0379028242139514
-0.0937989706009092,-0.0184629852900723,0.0958182573644829,0.145984313753584,0.0785782395109384,-0.0276307863377053,0.769749455999713,0.276581879555987,0.333595270849299,0.286965026388704,-0.0771314764473286,0.198641739273821,-0.0657549288574113,-0.0722634130574237,-0.0246174517308786,0.011684736821496,0.0604098896062201,-0.0396331081053652,0.0964916253439217,-0.0962893442184594,0.029704680137416,0.0143966056903536,0.0561310782170957,-0.00362263960549979,0.0227805802035795,0.0383680069061762,0.0432561072370122,-0.00969459194351367,-0.00803443504491417,0.0125514960412674,-0.0119293142319907,0.0044772777554302,-0.0299612262177576,0.00518880546383043,-0.0164119200407815,-0.00386155695255461,0.00047699043580467,0.0114895317487666,0.00977378444777807,-0.00584348020506194,-0.00922152646064745,0.0169782595971174,-0.00299975571454337,-0.0140366898594654,0.00963076518087906,0.0116555523319754,0.00216574239753134,-0.00480403931387716,-0.00509539329594806,-0.00101444749053559,-0.00441377865918163,0.00291311735440845,0.00260492342878716,-0.00728669875037223,0.0025245743428669,0.00521817869688639,0.00309213243670302,-0.000701973763061274,-0.00363822019488133,-0.00495896864148045,-0.00198062889719402,-0.00394863034783436,-0.00384174563004749,0.00099592556698737,0.00400709422485862,-0.000160268916775813,0.000821061735884433,0.00159593296071809,-0.00166799401854013,-0.00369667496438436,0.000398085327480325,-0.00310155480665055,-0.000415297228065362,-0.00118172490979755,-0.00117597043578999,-0.00180330773786769,0.00132806883981604,0.00145728726474261,-0.000913986448731792,0.00452719330018729,0.000807161186471965,-0.00114637912515096,0.0019439178438739,0.00603755412266037,0.000839101086054422,0.00130932153724509,-0.00239761556635304,-0.000190213454170773,-0.00430622370126299,-0.000255123533884818,-0.00136199454631139,-0.00230883691256476,-0.000320012999273163
0.0127301029907923,-0.201791827314208,-0.00539004820920995,0.0439296930379129,-0.160340898159444,0.107492651799346,-0.162273980455895,-0.162690310715124,0.1107276146581,0.335526035342697,0.284991838934882,0.362722421346304,0.300283760929106,0.0132936280428165,0.0166624250838159,-0.252519518735535,0.449551019183064,-0.0208709345807488,-0.140491891990568,-0.12979346631974,-0.0773049125231414,0.196900615875056,-0.0215384495164675,0.0248804943817656,-0.170354735418419,-0.051733041807261,-0.0686523511237325,-0.00278597782763209,-0.0906052260111955,-0.0700077734296756,-0.0192792334064616,0.0296753217935646,-0.00204185381849513,0.085286223840039,-0.0214028428276794,0.0404938095143867,0.0418387766257027,-0.0337745908981212,0.0758623512650484,0.0148815675822373,0.0138895907076517,-0.0292823664951985,0.028049839347128,0.0663400780563591,0.0463430778642498,0.00621568828524804,-0.0017386187619066,-0.0305776863719579,-0.0688833057682059,0.0377363921142453,0.0322462676644034,-0.0234740820130326,0.0175923279900437,-0.00396093836266421,0.00356567104630974,0.0121618600390202,0.0128464192266382,-0.000411180701764036,-0.00992263552645111,-0.0112574912795349,-0.00346812065591988,-0.000566511001057039,-0.0204521687373901,0.00877653992007284,-0.0100956524981333,0.00389724851962613,-0.0177204240121779,-0.002025029337612,-0.010337555998399,0.00907818013555453,0.00762641177907703,0.0238283720711656,-0.0177190377305039,0.0189930657455772,0.00354917895392347,-0.00645048160190047,0.00474915658597392,0.0022655892284501,-0.00584468737549839,-0.0132991436156124,-0.0103989405598231,-0.00130285453863182,0.00128249072547002,0.000255737831550349,-0.0047416634787689,-0.0124305849210418,0.000142082162324711,0.0010154711607309,0.00265712131936381,0.00492671872909701,0.00563211707260569,-0.00545064658181043,-0.00126357659800289
-0.124909731331836,0.0543868853432228,-0.0143644589730379,0.00103251189588941,0.0161692292328916,-0.00895663580017944,-0.0165327473733702,0.00683866294153946,0.0037113191187788,-0.012337657282622,0.0268383055323855,-0.00251564499616953,0.0162571071985679,0.010499949083419,0.0278420163020693,-0.0672267951433027,-0.000692228275798934,0.0627716704598437,0.0520442532625299,-0.056898645798971,0.063422827085367,0.0108751515369333,0.0410335026740045,-0.101303926263461,0.0489435292617725,0.040388628279538,-0.0628141062436337,0.0112465889971194,-0.0598701125193596,0.131408125877489,-0.0117216075598763,-0.0844192590958766,-0.0781410052450544,0.022351623184995,-0.00308030222671882,0.0689964698096882,-0.0693362282583759,0.0679282995453479,0.0475492682266074,0.060979339285881,-0.0265277698065388,-0.00148161108586623,0.0226773414355377,0.0421282855917476,-0.0483097936992128,-0.0149410126107961,-0.0820931628860705,-0.0550324865500833,0.037498729202632,-0.0726147402718442,0.0439739532909652,-0.0294337252092005,0.0583320433875846,0.164357813107595,0.00388567525669577,-0.0786322088108746,-0.0396824649066835,-0.137970560285932,-0.0596282493301234,0.102315833530903,-0.0129067079285142,0.153718564519933,0.0276551392006313,0.00213969362721274,-0.107911737784124,-0.0128603884740252,-0.0136570651476299,-0.0321867461937973,-0.018225581969465,0.136265021423436,-0.024120047903077,0.10781162683293,-0.023692229036137,-0.193371669054001,-0.081288833859158,0.234598338859123,0.0482725698549314,0.0241710617104265,-0.148548628211845,-0.247932569368781,-0.0870679349400995,-0.0691088738319838,0.0900600813209325,-0.272671156206429,-0.034661235303243,-0.16668313374783,0.17305480427066,-0.0369831986810746,0.136846707263514,0.338420305156202,-0.134479221273742,0.376005249424017,-0.293945155877229
-0.11960116315924,-0.0970430068608435,-0.0925695613067899,-0.0165536503911112,-0.0630265933508162,-0.125072142550105,-0.0298844790807194,0.00414749277631539,0.0333216912352713,-0.00530553459059967,0.0173638719690737,0.101316016364045,0.0116505105564802,-0.145261158568648,0.203506900851303,0.104196484260064,-0.00760753185095994,0.0872034666632958,-0.00871482528367998,0.0522759961721116,0.134114532637677,-0.219897078123901,-0.0995214080391979,0.14593552607425,-0.132681302824857,-0.0705999359988895,0.205359614044959,0.0158088436060365,-0.128177287463441,0.0234093626331885,-0.227656044452752,-0.1943646928798,0.00282984868067807,0.0399676094766084,0.228631773154089,-0.0106851118148992,-0.200901681656027,-0.127830985042159,-0.0545762753847149,-0.135860167992596,-0.164922110189911,-0.051954734953627,-0.0865593492706826,0.00832949591413663,-0.0176133688479179,0.128009340073303,0.16249398323611,0.0496096164742531,-0.0267817095039735,0.160891442529655,0.134158663807451,0.0973900197300115,0.0497157259044379,0.0538655183775472,0.0531930835934486,-0.310569557220483,-0.000578111376304432,-0.0774683934067626,0.0776707238216876,-0.210788858226441,-0.144537052116618,-0.0149764375085465,-0.138260936974285,-0.187025747431844,0.0422792028286483,0.12851269231555,-0.132326245390174,0.0631475352849955,0.0646527578939724,0.0916758921598078,-0.0170403927786182,-0.0148775774174715,0.00774211387080925,-0.0129780976839931,0.0419772680702701,-0.0717917228050688,-0.0229388117699298,0.0359733598973796,-0.00144374252228377,-0.0701374985022568,-0.0116619562197273,-0.0831922450688225,-0.0327358100244787,-0.000126231151828436,0.00492476455936016,-0.0124069134314699,0.00415568510813614,-0.0167318751676697,-0.00524546932975327,-0.0145714447348753,0.0224864971640001,0.0192525216656034,0.00352525090868246
0.00466877146423308,0.10019022999164,0.485150066477295,-0.169310866813164,-0.011804108233373,-0.298532620899129,0.0674125860819949,-0.525838225912141,0.4769133872289,-0.322880136821942,0.0560437909460257,0.00825833069368304,-0.0598731034476442,-0.0042986224059131,-0.0341173369878189,-0.0465104040925739,0.0212612413683856,-0.0513812919248985,0.00158840681004248,-0.000834608812622349,-0.0108096178252328,0.0368487616364179,-0.0186464214763563,0.00703355592918433,-0.0448198883475059,-0.039954228742987,-0.0126900780061076,-0.0194775172552079,0.0133774663399163,0.0165915991791973,-0.0167067110167976,0.00186490045255461,0.0188236852101159,-0.0042466995821896,0.0231273153349759,0.0211131092066147,-0.0151533836889509,-0.0225437647884652,0.0153326201687283,-0.0116005691034634,-0.0133205363438862,-0.0183101675592202,-0.00523668193198679,-0.00156916551398327,-0.0114942269116937,-0.0130242238777536,-0.00529345909216429,0.00538378416956151,-0.00880407257950299,0.000216864138147602,0.0106673398157144,-0.00125809468099276,-0.00123577367425837,-0.000640635904877464,-0.00386341346310826,-0.00550024891050681,-0.00363466108889624,0.00557862470010206,-0.00537729843473433,0.00212354030161219,-0.000792399359447527,0.00323676427990205,0.00184192488822497,-0.00232134659971066,-0.00443546020947735,0.000915813185014844,0.00387134408647841,0.00358352850461562,-0.0033533853720299,-0.00312000038711891,-0.00479262161794173,0.00227211986401374,-0.000525240078782572,0.00393466383104005,0.00307557877908476,0.001931009254083,0.00140879656962328,0.00174179067927292,-0.00296344935229689,-0.00356931246409314,0.00327209368927671,0.00224275451981248,0.000362693033447472,-0.000229042200000128,0.00195080836635234,-0.00508908558062331,-0.000297892166834348,-0.00163123545536916,0.000971012985709076,-0.000310785690655137,0.00107157321510117,-0.00089289800046661,-0.00103936171830819
-0.134865842064065,-0.0588428695218112,-0.0963617674967243,-0.00420004194224347,-0.0645567636985998,-0.168729296889596,-0.0399747657516989,0.0285541643123342,0.0235962579311805,-0.0297263239060233,0.0371857239399282,0.104281439223709,0.0288242259459605,-0.059211254464282,0.0706153066315111,0.0722098097561218,0.0768260518195887,-0.0846974408497243,-0.0345912368146264,0.0248559359935861,0.0208872255338427,-0.0862005906118083,0.00599073858935078,0.123829821401785,0.0337201581714073,0.0297292925113115,0.077230985178197,0.0821659940110125,-0.0699246739844866,0.0331059449190059,0.0409810790214538,-0.0285108509473646,0.0231063957862062,-0.0204282333989954,0.29849747592366,-0.0561142116324403,-0.232743052622275,-0.0153464561952513,-0.225410857613741,-0.122542213178911,0.0452388907182574,-0.027378869758023,0.042598233430063,-0.0409094999286085,-0.0419153442567453,-0.043403029658684,0.18164152001226,-0.423578663568137,0.0115060928223059,-0.369770912719895,-0.101010633340095,-0.190034429069416,-0.0286895058108627,0.0650749429160312,-0.0994215357493047,0.272116126467665,-0.0173813945717383,0.0678073356453504,-0.11525458515126,0.153643079599077,0.0559027865627508,0.0672367874991665,0.10708300920795,-0.0810740002686472,0.00906975125364986,-0.14281798227022,0.113703543415749,-0.0021872321641897,-0.00392194257911956,-0.109449784317113,-0.0144427619184702,0.0519364227412653,0.0688267980363144,0.0085675842433263,-0.0352195535144663,-0.0168485298198954,0.0264779286971611,-0.0422456784603036,-0.00424497617156012,0.0760067854847443,0.0266060397557611,0.00933991815936068,0.0314590065480485,0.0248074967859623,-0.0552203757113742,0.0172877611640293,-0.0139380393371311,0.000410276205075424,-0.00388396621405096,-0.00171937241642358,-0.00564112956982364,-0.00817349257820278,-0.00398760590961141
-0.121309247159616,-0.0968278615429256,0.0656232326586403,0.000541489778669808,-0.0172962609790658,0.0350772112794886,-0.0168036942140915,-0.014183705055377,-0.0620630178581845,-0.0290333382425653,0.0196685562758224,0.0240673600856382,-0.075732487694712,0.119894102558931,-0.0495682157334876,0.0812146211445125,0.110686106787664,-0.0230817135697581,-0.0535568332875496,-0.185167301017786,-0.0759942389388126,-0.141392409171427,-0.118340334485022,0.0869595287627869,0.0946121093470506,0.262261543351686,-0.0423554773115405,-0.384488986558386,-0.0679074197748537,0.199706035105389,0.00869992098508397,0.145060447134553,0.0218598185079495,-0.0511701289455324,-0.201707665647811,-0.165711232249185,-0.116554041967323,-0.206998829014838,0.063447027221337,-0.00386691326767691,0.00906470677672008,0.00943730486571949,-0.120158738932316,-0.0660308606054335,-0.0186702486692334,-0.17587863599405,0.0621197710794031,0.0596861174118847,0.0356114948670158,-0.0573003778532083,-0.142399421132837,0.068984699800855,0.135433662669453,-0.0161972643713427,-0.0401140037767389,0.0473124925894995,-0.22369240900167,0.124897415050973,0.10709922916769,-0.188077439864608,0.163478105197827,0.0798946136256744,-0.0843417537410236,-0.213732973944775,-0.106115317905852,-0.103480851607577,-0.150911312329868,0.0771426715059146,-0.0689358649988455,0.0131141157731076,-0.0680469705921257,-0.00398551738014261,-0.021091057319261,-0.09747055484224,-0.0140890820811785,0.00899048781985134,0.0338020780453115,-0.00536814422541008,0.139937491827791,-0.0299969927834652,-0.0591012126880328,0.0282913153322748,-0.00432257376514234,0.00665367145968331,-0.0293673190529654,-0.0291578576227203,-0.0216462732769101,0.00460672408047928,0.0451554730809925,-0.00488092634961916,-0.0467609087994242,-0.0340954747786484,-0.0243847899910087
-0.111606543916627,-0.105678393649872,-0.0218646934520739,0.0211909782800279,-0.04085595287996,-0.0885989187318445,0.0170793650006855,0.0472316659049807,0.0067777070674308,-0.00274532040872823,0.0576816090733157,0.0759832836434828,-0.105260652542384,-0.196551694111896,-0.0801625925716672,0.0230809404686789,-0.0493917377470148,-0.0823317332075314,-0.225813015442271,0.272349920950287,0.417637190656922,-0.0131505215119601,-0.164760328558672,-0.293432641213496,-0.0745694475400039,-0.290021415094917,-0.27119228083688,-0.202763196536849,-0.133341271798787,-0.163030315296273,0.248702513042344,-0.104772115065222,0.121471940363606,-0.068699792078702,-0.211195377743981,-0.11690475226922,0.0435515934300973,-0.139999770918809,-0.122948837629018,0.0525205089850074,0.0342068580481439,0.0562839792782193,0.0192839778591039,0.0598029167379227,-0.0068496090558179,-0.0494575716341547,-0.0130121477296361,-0.0433594001101223,0.0143329289676257,-0.0364656598188923,-0.0519805355599424,0.0340735517706721,-0.0290346689487666,0.0376272946873709,0.0109479384894933,-0.00212473438688149,-0.0379177491517513,-0.0814752645868767,-0.0113354291921669,-0.0314658261771295,-0.0168218237258861,-0.0384486768883548,0.0162133947958232,-0.0214813567620815,0.0152925795560917,-0.0207371159189036,-0.0272153079611975,0.0167319789786895,-0.00239942688025033,-0.00393664031266337,-0.0228556276806651,-0.00586081550080949,0.00224366793474972,0.0239988527244591,-0.00589915809666078,0.00650167917617611,-0.00511836868322208,-0.000688847015817334,-0.0151438458882177,0.00622204688725993,-0.00645989672110593,0.00446851657298552,0.0158576402525727,-0.00665317293982638,-0.00342737632932372,-0.0209067524401119,-0.00952541770577389,-0.0103945482834022,0.00308769469065587,-0.000932135004472935,-0.0100701747467588,0.00975487109486502,0.00117581882694032
-0.138561761910361,0.0184382208782675,-0.171353565173305,-0.0681727255025615,-0.0101694509670181,-0.111575958717164,-0.0424590890137946,-0.0508143386658525,0.0552302537999791,-0.00089478305406928,-0.131764798371606,0.0944290787476869,0.051641448797429,-0.0310718373423949,0.0896917674066669,0.116099467548189,0.0627792476188761,-0.080199421654393,0.176944367599972,0.159895212729883,-0.0506461695265663,0.138309673019822,0.101862553144119,0.217507732909819,0.0227590611834099,-0.0915949495327582,0.0749323773262895,-0.0661563080858817,-0.130491072625787,-0.0943092032566396,0.387499061634234,0.252347480442513,0.0520002243444627,-0.0924214618023583,-0.0154803048147843,0.137378606311016,0.162456367564764,0.089870821917475,0.155351764741642,-0.0270147605886758,0.114558118566802,0.108655826106903,0.084448362029255,-0.25796563422913,-0.230276374319963,0.0546854691131718,0.0198762383954022,-0.086448896963902,0.246079064423343,0.0117028157534829,0.0826548520828748,0.0408592638092168,0.135611227012394,-0.0391223223002253,0.132824273076266,-0.104500090565379,-0.0453972188590245,0.126912366610462,0.124098153707567,-0.0441675867103891,-0.0563984083911676,0.02889155064219,-0.107294099697028,-0.0545292374965595,-0.0707855942518601,0.0921561928983344,0.0327533742699839,0.0372009579403072,0.00874923251170069,0.0327055365212309,-0.0270044160210468,0.0979921373993625,-0.0362215826909862,-0.0250318625412432,-0.012367632966148,-0.000349774814670396,-0.0297353842019078,4.86803615009794e-06,-0.0758175819395181,-0.0277816325586043,0.0199265134280945,-0.000298026403875493,-0.0171471051543397,0.0506275018156822,0.00414684897989127,-0.0376103127079595,0.0394264262633679,-0.0143821550661562,-0.0230272583295087,-0.0072232739789683,0.0128122798371855,0.0416210819701475,-0.00104181635589441
