"x"
3.17557887789213
1.04566722885606
0.0420110107173555
0.033883224501941
0.0197789379096278
0.0176485675555434
0.0104843893178974
0.00871148533376643
0.00653058742824567
0.00471963032529287
0.00411086681820171
0.00235896473029765
0.00116757910744481
0.000707158119361993
0.000547642915774305
0.000463336625699693
0.00035876826261941
0.000230415139379777
0.000180917018909954
0.000147536182309341
0.00012938884013007
0.000110832143151222
8.66110653519483e-05
8.05514498612936e-05
7.62080165362389e-05
6.30512712341379e-05
5.4257256426912e-05
4.49119316463995e-05
4.1702003689686e-05
4.00517124238944e-05
3.53909837757416e-05
3.1272655915008e-05
2.68524196595655e-05
2.50526827306746e-05
1.93228917434576e-05
1.54403703817467e-05
1.41079647287824e-05
1.2866795955964e-05
1.19202264964499e-05
1.09034881073315e-05
9.95918598032279e-06
9.26363711708091e-06
8.73502647766254e-06
8.4001573126297e-06
7.5023225514285e-06
6.90582430140749e-06
6.48636215808307e-06
6.00903957734368e-06
5.32052562208496e-06
4.99614561215695e-06
4.50052984848393e-06
4.15494076953783e-06
3.87249953674547e-06
3.60160331508303e-06
3.36364551103769e-06
3.21029945160597e-06
3.15081066766604e-06
2.74726210899508e-06
2.64611248208417e-06
2.45904493547911e-06
2.33151473338647e-06
2.24410872186251e-06
2.05046850407288e-06
1.96895015908876e-06
1.78719644922545e-06
1.56842273360087e-06
1.47603368462925e-06
1.34125756385901e-06
1.2876003762952e-06
1.27064308150889e-06
1.21700775291908e-06
1.1438521556129e-06
1.02348133323889e-06
9.59438252405974e-07
9.29222505350144e-07
8.79037360249369e-07
7.82952821535062e-07
6.9090217954364e-07
6.5810910048792e-07
6.27184225500992e-07
5.99632424307117e-07
5.37387022702856e-07
4.94370713189111e-07
4.87039841459458e-07
4.14997387131873e-07
3.83250334024746e-07
3.59477578140589e-07
3.44634430188751e-07
3.23771449238001e-07
2.56998100409439e-07
2.36305069070874e-07
1.90982001650188e-07
1.43489700806288e-07
