"x"
-2.11172
0.0145865
0.00374568
-0.0188414
-1.91791
-0.00239356
0.00088527
0.0209978
-0.00775637
-0.00980396
-1.54863
0.0040855
0.0163085
-0.0137252
-0.0118927
0.00334804
0.00599446
-9.505e-06
-1.74854
-2.16451
-2.41265
-0.0113077
0.00357346
-1.84109
-2.10084
0.00293198
0.00630778
0.0114119
0.00220134
-7.4835e-05
0.00542169
-0.00771191
-0.0213483
-0.000448212
0.000763916
-0.00857542
0.0102347
0.00868716
-0.00892503
-0.00361177
-0.00184227
0.00947422
-2.31502
-1.39238
-0.00128131
-1.52656
0.00577121
-0.00440339
-0.000897112
-0.0100158
-0.00628766
0.00117764
0.00901139
0.00966224
-0.00315937
-0.0182925
0.000676645
0.0112753
0.0081157
-2.41464
-0.0125049
-0.0141129
0.00262445
0.00185688
-0.00491436
-0.0027437
-0.0112763
-0.000458534
-0.00584821
-0.011114
-0.0188791
-1.86063
-2.03092
0.00486941
0.0160092
-0.00480719
-0.000877439
-1.82893
0.0081515
-0.0165175
-0.0134396
-4.58216e-05
-2.34292
-0.01264
-2.04305
0.0169703
0.00826796
-0.00862754
-0.0020153
-2.22569
0.00894565
-0.0120533
-0.00624286
-1.42755
0.00302242
0.0087899
0.0018442
-0.0107279
-0.0081431
-0.000225844
-0.0027534
-0.00123111
-2.6314
-0.00539977
0.0154497
-0.0211382
-0.00895232
-2.05599
0.00223282
-0.00120852
-0.00753399
0.0039009
-0.000622828
0.00579108
0.0049988
0.00476755
-0.00626922
0.00785053
0.0103137
-0.0102114
0.0058234
-0.0047559
0.00452938
0.0225105
0.00142922
-3.28012
-1.78057
0.012665
-2.25465
0.00963201
-0.0111627
-0.00212538
0.00313201
-2.60232
-0.0126702
-0.000388635
-0.011656
-0.0068064
-0.000598195
-0.00743225
-1.56168
-0.00501291
-0.00228543
0.00697308
0.0045584
0.00239503
-1.26381
0.00740687
-0.0115001
-0.00440065
0.0041592
0.014008
0.00490438
0.00366734
0.00475086
-2.66463
0.0105572
0.0100168
-0.0221804
-0.00680238
-0.0169828
-0.0105355
-0.000935281
0.00110092
-0.00122691
0.0144561
-0.00429132
0.00665925
-2.04238
-0.00830194
-0.000788991
-0.00399338
0.0180378
-0.011357
-0.00446039
-1.80731
0.0021199
-0.00546509
0.0135018
0.00139618
-2.5257
-0.00249786
-2.4529
0.00235949
0.0031516
-0.0151313
-1.40292
-0.00174387
0.00586878
-0.00790935
0.0101857
0.00578171
0.00841932
0.0116517
0.00879278
-1.99171
0.0073659
0.000465376
0.00361663
0.00581754
-0.0165909
-1.72798
0.00560883
0.00414341
-0.0119136
-0.0126249
-2.26272
-1.984
0.0112112
0.000984187
-0.0116849
0.000505974
0.00818892
-0.00191983
-1.95173
-0.0109547
-0.0160349
-2.23104
0.00732997
-0.00970328
0.00511307
0.00527007
0.00351139
-0.00481501
-0.00267626
-0.00352254
-0.000211387
-0.00451622
-5.68e-06
-2.24381
-0.00359398
-0.0159234
-0.00618845
-2.60062
0.0101199
0.00595291
0.00929634
0.0129241
0.0104531
-0.00170566
-0.00234372
-1.93749
0.00974283
0.00676984
